Company Symbol,Market Cap,Authorized Shares,Outstanding Shares,Par Value,SEC Filings,Address,Website,Phone,Email,Audited Financials,Latest Report,Fiscal Year End,Company Officers,BOARD OF DIRECTORS,Employees
AIPUY,23642833500,,14285700000,,,333 Moo 7 Cherdwutugard Road Srikan Don Muang Bangkok 10210 Thailand,www.airportthai.co.th,+66 (0) 2535 1192,aotpr@airportthai.co.th,Audited,,9/30,,"Sumet Photimanee, Sita Divari",
AIQUF,83145032198,,472253960,,,75 quai d'Orsay cedex 07 Paris 75321 France,www.airliquide.com,33 (0)1 40 62 55 55,Irteam@airliquide.com,Audited,,12/31,"Benoit Potier (CEO), Pierre Dufour (Sr. Executive VP), Jean -Pierre Duprieu (EVP)",Benoit Potier,
AIQUY,91546430146,,472253960,,,75 quai d'Orsay cedex 07 Paris 75321 France,www.airliquide.com,33 (0)1 40 62 55 55,Irteam@airliquide.com,Audited,,12/31,"Benoit Potier (CEO), Pierre Dufour (Sr. Executive VP), Jean -Pierre Duprieu (EVP)",Benoit Potier,
AIRMF,,,,,,,,,,,,,,,
AIRRF,59447742,Unlimited,132459318,,,"120 Torbay Road Suite W220 St. John's, NF A1A 2G8 Canada",www.aurionresources.com,+1 709-696-8300,info@aurionresources.com,Audited,03/31/2024 Interim Financial Report,12/31,"Matti Taavi Santtu Talikka (CEO), Mark Randall Serdan (CFO), Diana L Mark (Corporate Secretary), Mark Davis Santarossa (VP, Corp. Dev.), Stephanie Sharma (Consultant), Lisa D. Hodge (Controller)","David Patrick Lotan, Dennis Norman Clarke, David Loveys, Leily Omoumi, Kerry Sparkes, Matti Taavi Santtu Talikka",9 as of 12/01/2023
AIRYY,4353457023,,8486271000,,,"1st Floor - 9th Floor 101, Building 1 30 Tianzhu Road Beijing 101312 China",www.airchina.com.cn,+86 10-6146 2560,ir@airchina.com,Audited,,12/31,"Cai Jianjiang (President, Executive Director), Fan Cheng (Vice President, Executive Director)",Li Jiaxiang,
AISFF,,,,,,,,,,,,,,,
AISNF,,,2000000000,,,"ATI Bldg. A. Bonifacio Drive, Port Area, Manila 1018 Philippines",www.asianterminals.com.ph,+63 2 528.6000,,Audited,,12/31,,,
AISSF,802580,,20421895,,,"1120-789 West Pender St. Vancouver, BC V6C 1H2 Canada",www.aisresources.com,+1 778-968-1176,ksmith@aisresources.com,Audited,03/31/2023 Interim Financial Report,12/31,"Andrew Neale (President, CEO), Kiriaki Smith (CFO), Rae Mancao (Accountant), Victoria Bantz (Other)","Martyn Element, Andrew Neale, Kiriaki Smith",5 as of 04/30/2023
AISXF,2637259,Unlimited,96958037,,,"Suite 810 - 1166 Alberni Street Vancouver, BC V6E 3Z3 Canada",minervaintelligence.com,+1 604-620-1051,info@minervaintelligence.com,Audited,03/31/2024 Interim Financial Report,12/31,"Mihalis Belantis (CEO), Sharon Lam (COO), Charles E Jenkins (CFO)","Mihalis Belantis, Scott Cameron Davis, Marvin Pestcoe, David L Poole",5 as of 01/15/2024
AITLF,,,,,,,www.airtificial.com,,,,,,,,
AITTF,9960302,Unlimited,59411286,,,"1055 W Hastings St Suite 2380 Vancouver, BC V6E 2E9 Canada",www.trenchanttechcap.com,+1 604-307-4274,eric@trenchantcapital.net,Audited,,3/31,"Eric John Boehnke (CEO), Jennie Choboter (CFO)","Eric John Boehnke, Jennie Choboter, Darren Paul Devine, Thomas Burton English",0 as of 03/05/2024
AITUF,1103269223,,135870594,,,5-1-1 Onna Atsugi-shi Kanagawa 243-8555 Japan,www.anritsu.com/en-us,+81 46-223-1111,,,,3/31,,,
AITUY,,,,,,5-1-1 Onna Atsugi-shi Kanagawa 243-8555 Japan,www.anritsu.com/en-us,+81 46-223-1111,,,,3/31,,,
AITVF,3087391,,114347800,,,,,,,,,12/31,,,
AITX,48793943,12500000000,10607378922,1e-05,06/13/2024,"10800 Galaxie Avenue Ferndale, MI 48220",aitx.ai,(877) 787-6268,info@aitx.ai,Audited,02/29/2024,2/28,"Steven Reinharz (CEO), Anthony Brenz (CFO, Secretary), Steve Ruddy (Controller)",Steven Reinharz,87 as of 03/13/2023
AIVAF,23450670000,,3889000000,,03/31/2024,St. Helen's 1 Undershaft London EC3P 3DQ United Kingdom,www.aviva.com,+44 (0) 207 6629950,IR@aviva.com,Audited,12/31/2015,12/31,"Richard Harvey (CEO), Richard Whitaker (Secretary), David Elliot (Director, Inv. Rel.)",,
AIVN,838343,800000000,441232940,1e-05,02/20/2020,"15105 Kestrelglen Way Lithia, FL 33547",www.aivn.co,813 944-2988,jackwagenti@gmail.com,Unaudited,02/28/2022 Quarterly Report,5/31,,,5 as of 11/30/2021
AIXN,5824961,500000000,24999834,1e-05,03/31/2024,"Hongxing International Business Building 14th flr, No. 69, Qingyun South Ave. Sichuan Province 00000 China",www.aixinjituan.com,86-313-6732526,linquanzhong@aixinjituan.com,Audited,03/31/2024,12/31,"Quanzhong Lin (CEO, President), Tianfeng Li (CFO), Vincent J. McGill (Outside Counsel)","Quanzhong Lin, Jiao Huiliang, Christopher Lee, Yao-Te Wang",207 as of 04/22/2024
AIXXF,2749031944,,112056282,,,Dornkaulstr 2 Herzogenrath 52134 Germany,www.aixtron.com,+49 (2407) 9030-0,info@aixtron.com,Audited,,12/31,"Martin Goetzeler (CEO, President, Acting CFO), Kim Schindelhauer (CEO, President), Bernd Schulte (COO, EVP)",Martin Goetzeler,713 as of 09/30/2016
AJGFF,293622536,,156182200,,,,,,,,,,,,
AJIA,10934,500000000,109336000,,06/30/2023,"187 E. Warm Springs Road Suite B307 Las Vegas, NV 89119",www.ajiainnogroup.com,(702) 833-9872,general@ajiainnogroup.com,Audited,06/30/2023,6/30,"Kwai Lam Wong (CEO, Executive Director, President), Wai Hing (Samuel) Lai (CFO), Yin Ling (Elaine) Wan (Secretary, Treasurer, Executive Director)","Kiu Chung Jacqueline Tang, King Chung (Ken) Tam",10 as of 12/30/2022
AJINF,,,,,,1-15-1 Kyobashi 1-chome Tokyo 104-8315 Japan,www.ajinomoto.com,81-3-5250-8111,investor_relations@ajinomoto.com,Audited,,3/31,"Masatoshi Ito (President, CEO), Yutaka Kunimoto (EVP)","Norio Yamaguchi, Kunio Egashira, Takashi Nagamachi","28,245 as of 03/31/2012"
AJINY,19401674657,,536996254,,,1-15-1 Kyobashi 1-chome Tokyo 104-8315 Japan,www.ajinomoto.com,81-3-5250-8111,investor_relations@ajinomoto.com,Audited,,3/31,"Masatoshi Ito (President, CEO), Yutaka Kunimoto (EVP)","Norio Yamaguchi, Kunio Egashira, Takashi Nagamachi","28,245 as of 03/31/2012"
AJISF,88323840,,5385600,,,,,,,,,3/31,,,
AJLGF,38018,,76035310,,,"Hyundai Building Level 3 Macquarie Park, NSW 2113 Australia",www.lucas.com.au,+61 8 6216 9800,,Audited,,6/30,Allan Cambell (CEO),Allan Cambell,
AJMPF,1516772920,,659466487,,,"5th Floor, 61 Aldwych London WC2B 4AE United Kingdom",www.ashmoregroup.com,+44 20 3077 6000,,Audited,,6/30,"Mark Langhorn Coombs (CEO, Executive Director)",Peter John Gibbs,266 as of 06/30/2016
AJOY,1267860,100000000,62150000,0.01,,"8942 Quioccasin Road, Suite 109 Henrico, VA 23229",interbrands.com,+1 8666612082,info@interbrands.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Jeff Palumbo (President), Ron Loudoun (Corporate Secretary), William Murray (SVP, Retail)",Jeff Palumbo,7 as of 03/07/2024
AJPTF,,,,,,,,,,,,,,,
AJSCY,,,1073027000,,,,,,,,,12/31,,,
AJYG,100281,250000000,10028101,0.0001,,"50 West Liberty Street, Suite 880 Reno, NV 89501",wenliangtian1@gmail.com,8617345970915,,Unaudited,06/30/2021 Quarterly Report,12/31,"Liangtian Wen (CEO, CFO), John B. Lowy (Counsel)",Liangtian Wen,1 as of 06/30/2022
AKAAF,4197734340,,72374730,,,,,,,,,12/31,,,
AKAFF,,,,,,,,,,,,,,,
AKASF,,,,,,,,,,,,,,,
AKBDY,,,,,,Sabanci Center 34330 4.Levent Istanbul 34330 Turkey,www.akbank.com.tr,+90 212 385 55 55,investor.relations@akbank.com,Audited,12/31/2023 Annual Report,12/31,"Kaan Gur (CEO), Turker Tunali (CFO), Bulent Oguz (EVP), Burcu Civelek Yuce (EVP), Ege Gultekin (EVP), Levent Celebioglu (EVP), Yunus Emre Ozben (EVP), Zeynep Ozturk (EVP), Sebnem Muratoglu (EVP), Pinar Anapa (EVP), Gokhan Gokcay (EVP), Cetin Duz (EVP), Dalya Kohen (EVP), Ebru Guvenir (SVP, Inv. Rel.), Gulce Deniz (IR), Yaman Toruner (Other), Emre Derman (Other), Eyup Engin (Other), Ahmet Fuat Ayla (Other), Tugrul Belli (Other), Levent Demirag (Other), Orhun Kostem (Other)","Suzan Sabanci Dincer, Hakan Binbasgil","12,907 as of 03/31/2024"
AKBIF,96840117,,135992300,,,"19-5 Koami-cho, Nibonbashi, Chuo-ku Tokyo 103-8534 Japan",www.akebono-brake.com,81-3-3668-5171,,Audited,,3/31,"Hisataka Nobumoto (CEO, President), Kanji Miyajima (CFO, Sr. Managing Director), Yoshimasa Ogino (EVP)",Hisataka Nobumoto,"8,434 as of 09/30/2013"
AKBKF,484841000,,193936400,,,,,,,,,,,,
AKBLF,,,,,,Boge Alle 6-8 Horsholm DK-2970 Denmark,www.alk-abello.com,+45 4574 7576,,Audited,,12/31,Per Plotnikof (IR),,"1,815 as of 06/30/2013"
AKBTY,10036000000,10000000000,5200000000,,,Sabanci Center 34330 4.Levent Istanbul 34330 Turkey,www.akbank.com.tr,+90 212 385 55 55,investor.relations@akbank.com,Audited,12/31/2023 Annual Report,12/31,"Kaan Gur (CEO), Turker Tunali (CFO), Bulent Oguz (EVP), Burcu Civelek Yuce (EVP), Ege Gultekin (EVP), Levent Celebioglu (EVP), Yunus Emre Ozben (EVP), Zeynep Ozturk (EVP), Sebnem Muratoglu (EVP), Pinar Anapa (EVP), Gokhan Gokcay (EVP), Cetin Duz (EVP), Dalya Kohen (EVP), Ebru Guvenir (SVP, Inv. Rel.), Gulce Deniz (IR), Yaman Toruner (Other), Emre Derman (Other), Eyup Engin (Other), Ahmet Fuat Ayla (Other), Tugrul Belli (Other), Levent Demirag (Other), Orhun Kostem (Other)","Suzan Sabanci Dincer, Hakan Binbasgil","12,907 as of 03/31/2024"
AKCCF,416927130,604242218,604242218,1.0,,Oksenøyveien 8 1366 Lysaker 1366 Norway,www.akercarboncapture.com,+47 67 59 50 04,david.phillips@akercarboncapture.com,Audited,06/30/2022 Quarterly Report,12/31,"Valborg Lundegaard (CEO), Egil Fagerland (CFO), John Christopher Knudsen (CCO), Jim Stian Olsen (CTO), Pernille Brente (General Counsel), Robert Brinberg (Outside Counsel), Ivar Simensen (Communications/Investor Liaison), Kjell Inge Rokke (Other), Erik Langholm (Other)","Henrik Overgaard Madsen, Lindsay LitlekalsÃ¸y Aase, Oyvind Eriksen, Oscar Fredrik Graff, Nina Jensen, Kristian Monsen Rokke, Liv Monica Stubholt",71 as of 12/31/2021
AKEJF,,,,,,,,,,,,,,,
AKEMF,9384613,Unlimited,89207344,,,"1000 - 355 Burrard Street Suite 1000 Vancouver, BC V6C 2G8 Canada",www.alaskaenergymetals.com,+1 877-217-8978,info@alaskaenergymetals.com,Audited,03/31/2024 Interim Financial Report,12/31,"Gregory Beischer (President, CEO), David Cross (CFO), Janice Davies (Corporate Secretary), Kyle Negri (VP Expl.), Traci Hartz (Vice President), Gabe Graf (Chief Geologist), Tory Fredrickson (Accountant), Raesha Hartz (Administrator)","Mark Begich, Gregory Beischer, Peter Chilibeck, Larry J. Cooper, Corri Feige",5 as of 12/31/2023
AKESF,,,,,,,,,,,,,,,
AKHOF,142223379,568893516,568893516,,,Oksenøyveien 8 Lysaker 1366 Norway,www.akerhorizons.com,+47 24134197,ivar.simensen@akerhorizons.com,Audited,03/31/2021 Quarterly Report,12/31,"Kristian Monsen Rokke (CEO), Nanna Tollefsen (CFO), Accounts Payable (Accountant), Ivar Simensen (Head of IR, IR), Robert Brinberg (Other)","Oyvind Eriksen, Martin Bech Holte, Kjell Inge Rokke",20 as of 01/29/2021
AKKVF,361680000,,274000000,,,Prof Kohts vei 15 PO Box 169 Lysaker 1325 Norway,www.akerkvaerner.com,47-67-51-30-00,,Audited,,12/31,"Simen Lieungh (President, CEO), Leif Borge (CFO, EVP), Lasse Torkildse (EVP, IR)",,
AKMYF,211516,Unlimited,176262953,0.01,,11 Menachem Begin Road Ramat Gan 5268104 Israel,www.oceansix.com,+34 674593108,salva@oceansix.com,Audited,03/31/2024 Quarterly Report,12/31,"Elad Hameiri (CEO), Salvador Cabanas Lopez (CFO)","Yoav Horowitz, Maximo Buch, Arnon Eshed, Mordechai Gorfung, Noah Hershcoviz, Leon Koffler, Renah Persofsky, Leon Recanati",25 as of 01/02/2023
AKOBF,8715377,171200000,87153773,0.0033,,Södra Allégatan 13 Gothenburg VG 413 01 Sweden,akobominerals.com,+47 92 80 40 14,info@akobominerals.com,Audited,09/30/2023 Quarterly Report,12/31,"Jorgen Evjen (CEO), Matt Jackson (COO), Aurel Aldea (Controller)","Carl Eide, Helge Rushfeldt, Hans Olav Torsen",178 as of 09/30/2023
AKOM,47349742,450000000,18352613,0.001,03/31/2024,"44043 Fremont Blvd. Fremont, CA 94538",www.aerkomm.com,(877) 742-3094,jwun@aircom4u.com,Audited,03/31/2024,12/31,"Jeffrey Wun (CTO), Louis Giordimaina (CEO), Georges Caldironi (COO), Y. Tristan Kuo (CFO), Jan-Yung Lin (Secretary)","Jeffrey Wun, Richmond Akumiah, Raymond Sunny Choy, Louis Giordimaina, Chih-Ming Hsu, Jeff T.C. Hsu, Colin Lim",65 as of 04/01/2019
AKPJS,,,,,,,,,,Audited,,12/31,,,
AKPPS,,,,,,,,,,Audited,,12/31,,,
AKPXS,,,,,,,,,,Audited,,12/31,,,
AKPZS,,,,,,,,,,Audited,,12/31,,,
AKRBF,15323378481,632022210,632022210,0.1,,Postboks 65 Lysaker 1324 Norway,www.akerbp.com,+47 51 35 30 00,ir@akerbp.com,Audited,03/31/2024 Quarterly Report,12/31,"Karl Johnny Hersvik (CEO), Per Harald Kongelf (COO), David Torvik Tonne (CFO), Kjetil Bakken (Head of IR), Martin S Simensen (IR), Carl Christian Bachke (IR)","Oyvind Eriksen, Murray Michael Auchincloss, Trond Brandsrud, Hilde Kristin Brevik, Anne Marie Cannon, Ingard Haugeberg, Charles Ashley Heppenstall, Valborg Lundegaard, Kjell Inge Rokke, Terje Solheim, Katherine Anne Thomson, Tore Vik","2,415 as of 10/01/2022"
AKRBY,15294937482,,632022210,,,Postboks 65 Lysaker 1324 Norway,www.akerbp.com,+47 51 35 30 00,ir@akerbp.com,Audited,03/31/2024 Quarterly Report,12/31,"Karl Johnny Hersvik (CEO), Per Harald Kongelf (COO), David Torvik Tonne (CFO), Kjetil Bakken (Head of IR), Martin S Simensen (IR), Carl Christian Bachke (IR)","Oyvind Eriksen, Murray Michael Auchincloss, Trond Brandsrud, Hilde Kristin Brevik, Anne Marie Cannon, Ingard Haugeberg, Charles Ashley Heppenstall, Valborg Lundegaard, Kjell Inge Rokke, Terje Solheim, Katherine Anne Thomson, Tore Vik","2,415 as of 10/01/2022"
AKRCY,,,,,,Oksenøyveien 8 1366 Lysaker 1366 Norway,www.akercarboncapture.com,+47 67 59 50 04,david.phillips@akercarboncapture.com,Audited,06/30/2022 Quarterly Report,12/31,"Valborg Lundegaard (CEO), Egil Fagerland (CFO), John Christopher Knudsen (CCO), Jim Stian Olsen (CTO), Pernille Brente (General Counsel), Robert Brinberg (Outside Counsel), Ivar Simensen (Communications/Investor Liaison), Kjell Inge Rokke (Other), Erik Langholm (Other)","Henrik Overgaard Madsen, Lindsay LitlekalsÃ¸y Aase, Oyvind Eriksen, Oscar Fredrik Graff, Nina Jensen, Kristian Monsen Rokke, Liv Monica Stubholt",71 as of 12/31/2021
AKRFF,10278283,,115304952,,06/30/2004,"609 Granville St. Suite 1620 Vancouver, BC V7Y 1C3 Canada",www.verbx.com,866-824-8938,,Audited,12/31/2002,12/31,"Craig Goldenberger (CEO), John Chapman (CFO)",Scott Edwin Ackerman,
AKRRF,47406868,12574766,12574766,0.92,,"Vika Atrium, Munkedamsveien 45 Oslo 0250 Norway",www.phillyshipyard.com,+47 23 11 91 00,communications@phillyshipyard.com,Audited,03/31/2024 Quarterly Report,12/31,"Steinar Nerbovik (President, CEO), Jeffrey Theisen (CFO), Kristine Damli (Vice President), Kelly Whitaker (Director, Comm., Director, Human Resources), Dean Grabelle (General Counsel)","Kristian Monsen Rokke, Jan Petter Hagen, Susan Hayman, Elin Karfjell","1,679 as of 12/31/2023"
AKRTF,,,,,,,,,,,,,,,
AKRYY,,,,,,"Snaroyveien 36 Fornebu, Oslo 1364 Norway",www.akersolutions.com,+47 67 51 30 00,,Audited,,12/31,"Luis Antonio Gomes Araujo (CEO), Svein Oskar Stoknes (CFO)",,"16,000 as of 04/21/2015"
AKSHF,,,589896800,,,"JL. TB. Simatupang Kav. 89 RT 01 RW 02, Desa/Kelurahan Tanjung Barat, Kec. Jagak Jakarta 12530 Indonesia",akashainternational.com,+62 811 1934 5000,info@akashainternational.com,,,12/31,,,
AKSY,3245,,32446084,0.01,03/28/2007,,,,,,09/30/2006,12/31,,,
AKTAF,37005547,,37954407,,,"1000, 333 - 7th Ave SW Suite 1110 Calgary, AB T2P 2Z1 Canada",www.akita-drilling.com,+1 (403) 292-7537,darcy.reynolds@akita-drilling.com,,,12/31,"Murray Roth (VP, Fin.)",,
AKVA,5413,1000000000,54132267,,,"305 Camp Craft Road Suite 525 Austin, TX 78746",www.arkanovaenergy.com,512.222.0975,info@arkanovaenergy.com,,09/30/2016,9/30,"Pierre Mulacek (CEO), Reginald Denny (CFO)","Reginald Denny, Erich Hofer",7 as of 09/30/2013
AKZOF,11558195731,500000000,170600675,0.5,,Christian Neefestraat 2 P.O. Box 75730 Amsterdam 1070 AS Netherlands,www.akzonobel.com,+31 88 969 7809,media.relations@akzonobel.com,Audited,12/31/2023 Annual Report,12/31,"Gregoire Poux-Guillaume (CEO), Maarten de Vries (CFO), Charlotte van Meer (General Counsel), Investor Relations (IR), Olga Kostyurina (IR Manager), Kenny Chae (Investor Relations Officer)",,"35,200 as of 12/31/2023"
AKZOY,11025004583,,170600675,,,Christian Neefestraat 2 P.O. Box 75730 Amsterdam 1070 AS Netherlands,www.akzonobel.com,+31 88 969 7809,media.relations@akzonobel.com,Audited,12/31/2023 Annual Report,12/31,"Gregoire Poux-Guillaume (CEO), Maarten de Vries (CFO), Charlotte van Meer (General Counsel), Investor Relations (IR), Olga Kostyurina (IR Manager), Kenny Chae (Investor Relations Officer)",,"35,200 as of 12/31/2023"
ALAVF,,,,,,,,,,,,,,,
ALBAF,5043113,,6303890811,,,"6th Floor, 60 Gracechurch Street London EC3V 0HR United Kingdom",www.albamineralresources.com,+44 (0)20 3950 072,info@albamineralresources.com,,,11/30,,,
ALBBY,5811015290,,13482634084,,,"26/F, Tower One Time Square Causeway Bay Hong Kong",ir.alihealth.cn/en/ir_index.php,+852 2583-9333,alihealth_info@alibaba-inc.com,Audited,,3/31,,,
ALBHF,,,,,,"26/F, Tower One Time Square Causeway Bay Hong Kong",ir.alihealth.cn/en/ir_index.php,+852 2583-9333,alihealth_info@alibaba-inc.com,Audited,,3/31,,,
ALBKF,,,,,,40 Stadiou St. Athens GR-102 52 Greece,www.alphaholdings.gr/en,,ir@alpha.gr,Audited,,12/31,"Vassilios Psaltis (CFO, Gen. Manager), Georgios Triantafyllides (Secretary), Elena Katopodi (IR), Dimitrios Kostopoulos (IR Manager)",,
ALBKY,3893909598,,2347142615,,,40 Stadiou St. Athens GR-102 52 Greece,www.alphaholdings.gr/en,,ir@alpha.gr,Audited,,12/31,"Vassilios Psaltis (CFO, Gen. Manager), Georgios Triantafyllides (Secretary), Elena Katopodi (IR), Dimitrios Kostopoulos (IR Manager)",,
ALBLF,,,74413267,,,"201-6996 Merritt Avenue Burnaby, BC V5J 4R6 Canada",albertlabs.com,+1 778-819-0740,,Audited,,12/31,,,
ALBY,24720653,10000000,1287534,1.0,,"2815 Meredyth Dr. Albany, GA 31707",www.abtgold.com,+1 229-446-2265,investor.relations@abtgold.com,,,,"Reporting Status (U.S. Reporting: Bank/Thrift), Audited Financials (Audited), Latest Report (03/31/2024 Quarterly Report), CIK (0001074369), Fiscal Year End (12/31)","Robert Perry Revell, Matthew H. Rushton, Dana L White, Blair Blackburn, Joseph A Pierce",Nan
ALCIF,,,,,,"Unit 2602, 26th Floor One Hennessy, No. 1 Hennessy Road Wan Chai, HK China",,+852 2960 7000,,,,12/31,,,
ALCN,532,50000000,2662446,0.01,,,,,,,,,,,
ALCPF,,,,,,,,,,,,,,,
ALCUF,1256612,,9491028,,,"1600 - 595 Burrard St Vancouver, BC V7X 1M8 Canada",alphacopper.com,+1 604-788-9533,info@alphacopper.com,Audited,,9/30,"Darryl Jones (CEO), Daryn Gordon (CFO)","Sean Charland, Sean Adam Kingsley, Danny Matthews, James William Morton, Wes Siemens",2 as of 03/09/2022
ALDA,2704449,25000000,2458590,0.0001,03/31/2024,"11450 SE Dixie Highway Hobe Sound, FL 33455",,(772) 545-9002,,Audited,03/31/2024,12/31,"Alan D. Gordon (CEO, President), Shelley Goff (CFO, Secretary, Principal Acct. Officer)",,
ALDNF,160415,11458238,11458238,1.0,,Unter den Linden 10 Berlin 10117 Germany,www.aladdinid.com,+49 30 700 140 449,info@aladdinid.com,Audited,06/30/2021 Semi-Annual Report,12/31,"Wade Menpes-Smith (CEO), Bimal Shah (COO), Susan Hoffmeister (IR)","Wade Menpes-Smith, Bimal Shah",4 as of 09/30/2021
ALDRF,,,,,,,,,,,,,,,
ALDS,1767382,500000000,150543635,0.001,03/31/2024,"50 California St #1500 San Francisco, CA 94111",www.applifedigital.com,1 (415) 439 5260,info@applifedigital.com,Audited,03/31/2024,6/30,"Matthew Reid (CEO, President, Principal Acct. Officer), Michael Wheeler (CLO)","Matthew Reid, Sid Ganis, Tracy Gray, Don Savant, Richard Walden",10 as of 11/01/2023
ALDVD,3693998,,13422958,,,"2200 - 885 W Georgia St. Vancouver, BC V6C 3T7 Canada",kiplinmetals.com,+1 613 715 2020,info@kiplinmetals.com,Audited,,12/31,Richard Grayston (CEO),,
ALEAF,6090827,Unlimited,403366016,0.25,,"85 Basaltic Rd Concord, ON L4K1G4 Canada",www.aleafiahealth.com/invest,+1 416 860-5665,IR@aleafiahealth.com,Audited,03/31/2023 Annual Report,3/31,"Tricia Symmes (CEO), Matt Sale (CFO), Andres Iracheta Fernandez (Corporate Controller)","Mark Jeffery Sandler, Lu Galasso, David Pasieka, Jon Pereira, Carlo Sistilli, Ian Troop",148 as of 06/26/2023
ALEDY,,,,,,22nd Floor Allied Kajima Building Wanchai Hong Kong,www.alliedgroup.com.hk,(852) 2519 2288,webmaster@alliedgroup.com.hk,Audited,,12/31,Lee Seng Hui (CEO),Arthur George Dew,"6,267 as of 12/31/2012"
ALEEF,1002185,Unlimited,101230827,,,"409 Granville Street Suite 1000 Vancouver, BC V6C 1T2 Canada",www.aleriogold.com,+1 604-602-0001,gb@harmony.ca,Audited,05/31/2023 Interim Financial Report,8/31,"Jonathan Challis (CEO), Greg F. Smith (COO), Geoffrey John Balderson (CFO), William Rascan (VP, Corp. Dev.), Debra Rae Olafson (Consultant), Sally Kathryn Younker (Consultant)","Allan John Fabbro, Lee A Graber",2 as of 05/19/2023
ALEGF,,,,,,,,,,,,,,,
ALFDF,311480297,,42148890,,,PostNet Suite 329 Private Bag X10 Elarduspark 0047 South Africa,,012-347-5077,,,,,,,
ALFFF,3530156,,5146000,,,Gomez Morin Avenue South 1111 Col. Carrizalejo San Pedro Garza Garc NLCP 66254 Mexico,www.alfa.com.mx,+52 (81) 8748-1111,,Audited,,12/31,"Alvaro Fernandez Garza (CEO), Ramon A. Leal Chapa (CFO), Leopoldo Marroquin Morales (Senior VP, Securities Counsel, Secretary)",Armando Garza Sada,"59,847 as of 12/31/2012"
ALFIQ,1609,,16094882,,,"429 Lenox Avenue Miami Beach, FL 33139",,(305) 395-4520,,Audited,06/30/2022,12/31,,,
ALFMF,,,8515845391,,,"Units 2001-2002, 20/F, Li Po Chun Chambers, Sheung Wan, HK China",www.apollofmg.com/en,+852 2810 6683,ir@apollofmg.com,,,12/31,,,
ALFNF,,,,,,,alfen.com/en-gb,,,,,,,,
ALFRY,,,,,,,,,,,,,,,
ALFVF,15519883100,,419456300,,,Rudeboksvägen 1 Lund SE-226 55 Sweden,www.alfalaval.com,+46 46 36 65 00,johan.lundin@alfalaval.com,Audited,,12/31,"Lars Renstrom (President, CEO), Thomas Thuresson (CFO), Beata Ardhe (IR)",,"16,193 as of 03/31/2013"
ALFVY,19257238733,,419456300,,,Rudeboksvägen 1 Lund SE-226 55 Sweden,www.alfalaval.com,+46 46 36 65 00,johan.lundin@alfalaval.com,Audited,,12/31,"Lars Renstrom (President, CEO), Thomas Thuresson (CFO), Beata Ardhe (IR)",,"16,193 as of 03/31/2013"
